time,close
9:00:00,10871.65
9:15:00,10888
9:15:00,10843.65
9:16:00,5638
9:16:00,0.05
9:16:00,10897
9:16:00,10855.4
9:17:00,10897.25
9:17:00,10858.85
9:18:00,10901.55
9:18:00,10863.45
9:19:00,10905.5
9:19:00,10868.95
9:20:00,10908.75
9:20:00,10873.5
9:21:00,10910
9:21:00,10875.1
9:22:00,10908
9:22:00,10872.8
9:23:00,10912.95
9:23:00,10876.1
9:24:00,10911.45
9:24:00,10877.4
9:25:00,10913.95
9:25:00,10877.85
9:26:00,10915.9
9:26:00,10878.85
9:27:00,10911.15
9:27:00,10874.75
9:28:00,10906
9:28:00,10869.55
9:29:00,10901.4
9:29:00,10868.25
9:30:00,10901
9:30:00,10866
9:31:00,5735
9:31:00,10893
9:31:00,10858.3
9:32:00,10897
9:32:00,10860.65
9:33:00,10890.3
9:33:00,10855.05
9:34:00,10895
9:34:00,10858.55
9:35:00,5735
9:35:00,10883.25
9:35:00,10852
9:36:00,10880.4
9:36:00,10845.75
9:37:00,10886.15
9:37:00,10851.65
9:38:00,10883.4
9:38:00,10848.7
9:39:00,10878.15
9:39:00,10846.6
9:40:00,10875.4
9:40:00,10841.7
9:41:00,10879
9:41:00,10846.7
9:42:00,10883.7
9:42:00,10850.15
9:43:00,10887.7
9:43:00,10854.85
9:44:00,10885.6
9:44:00,10852.15
9:45:00,10884.05
9:45:00,10849.6
9:46:00,10881.35
9:46:00,10847.15
9:47:00,10883.3
9:47:00,10849
9:48:00,10888.95
9:48:00,10854.05
9:49:00,10891.8
9:49:00,10858
9:50:00,10892.7
9:50:00,10859.1
9:51:00,10896.55
9:51:00,10860.1
9:52:00,5760
9:52:00,10897.1
9:52:00,10863.7
9:53:00,5760
9:53:00,10897.85
9:53:00,10864
9:54:00,10902
9:54:00,10867.05
9:55:00,10900.25
9:55:00,10865.25
9:56:00,10899
9:56:00,10863.4
9:57:00,10897.7
9:57:00,10863
9:58:00,10906.6
9:58:00,10870.15
9:59:00,5749.6
9:59:00,10909.9
10:00:00,10904.95
10:00:00,10870.05
10:00:00,10876.8
10:01:00,10902.1
10:01:00,10867.65
10:02:00,10906.2
10:02:00,10868
10:03:00,10912
10:03:00,10872.8
10:04:00,10911
10:04:00,10871.75
10:05:00,10905.25
10:05:00,10868.05
10:06:00,10903
10:06:00,10866.4
10:07:00,10903.1
10:07:00,10866.2
10:08:00,10900.25
10:08:00,10862.5
10:09:00,10899.75
10:09:00,10861.25
10:10:00,10903
10:10:00,10864.2
10:11:00,10907.25
10:11:00,10868.75
10:12:00,10906
10:12:00,10867.05
10:13:00,10903.95
10:13:00,10866.3
10:14:00,10904.45
10:14:00,10866.6
10:15:00,10909
10:15:00,10869.35
10:16:00,10914.5
10:16:00,10873.85
10:17:00,10923.65
10:17:00,10879.2
10:18:00,10932
10:18:00,10886.1
10:19:00,10928.35
10:19:00,10885.45
10:20:00,10929.8
10:20:00,10888.4
10:21:00,10937.6
10:21:00,10894.7
10:22:00,10932
10:22:00,10891.45
10:23:00,10930
10:23:00,10889.95
10:24:00,10926.55
10:24:00,10886.15
10:25:00,10921.95
10:25:00,10883
10:26:00,10922.05
10:26:00,10880.6
10:27:00,10925
10:27:00,10884.1
10:28:00,10929.7
10:28:00,10887.9
10:29:00,10924
10:29:00,10884.55
10:30:00,10922.5
10:30:00,10883.15
10:31:00,10924
10:31:00,10883.65
10:32:00,10918
10:32:00,10878.85
10:33:00,10919.5
10:33:00,10877
10:34:00,5765.35
10:34:00,10922
10:34:00,10880.05
10:35:00,5765
10:35:00,10920.55
10:35:00,10883.2
10:36:00,10919
10:36:00,10881.35
10:37:00,10918
10:37:00,10879.75
10:38:00,10914.4
10:38:00,10873.45
10:39:00,10913.3
10:39:00,10872.05
10:40:00,5775
10:40:00,10910.05
10:40:00,10870.15
10:41:00,10919.2
10:41:00,10874.8
10:42:00,10921
10:42:00,10877.9
10:43:00,10915
10:43:00,10874.5
10:44:00,10919.55
10:44:00,10875.4
10:45:00,10916.05
10:45:00,10875.05
10:46:00,5775
10:46:00,10915
10:46:00,10871.5
10:47:00,10925
10:47:00,10877.4
10:48:00,10929.05
10:48:00,10882.35
10:49:00,10928
10:49:00,10882.1
10:50:00,5778
10:50:00,10927
10:50:00,10882.65
10:51:00,5778
10:51:00,10925.9
10:51:00,10881.1
10:52:00,5792.3
10:52:00,10926.7
10:52:00,10881.6
10:53:00,10925.15
10:53:00,10881.9
10:54:00,10925.1
10:54:00,10880.6
10:55:00,10923.55
10:55:00,10879.1
10:56:00,10924.45
10:56:00,10878.15
10:57:00,10924.4
10:57:00,10877.2
10:58:00,10926.05
10:58:00,10878.25
10:59:00,10925.5
11:00:00,10927.5
11:00:00,10880.45
11:00:00,10873.05
11:01:00,10923.35
11:01:00,10878.05
11:02:00,10921.05
11:02:00,10875.1
11:03:00,10921.05
11:03:00,10876
11:04:00,10922.6
11:04:00,10877.25
11:05:00,10925.2
11:05:00,10878.65
11:06:00,10928
11:06:00,10880.5
11:07:00,10924.2
11:07:00,10878.3
11:08:00,10923.2
11:08:00,10877.35
11:09:00,10921.75
11:09:00,10875.75
11:10:00,10920
11:10:00,10874.35
11:11:00,10922.75
11:11:00,10875.35
11:12:00,10919.5
11:12:00,10873.5
11:13:00,10919.05
11:13:00,10873.8
11:14:00,10917.1
11:14:00,10872.3
11:15:00,10921
11:15:00,10874.15
11:16:00,10921.4
11:16:00,10873.9
11:17:00,10916.6
11:17:00,10871.55
11:18:00,10921
11:18:00,10873.95
11:19:00,10923.1
11:19:00,10875
11:20:00,10923
11:20:00,10874.4
11:21:00,10926.45
11:21:00,10877.05
11:22:00,10927
11:22:00,10877.9
11:23:00,10925
11:23:00,10877.9
11:24:00,10923.1
11:24:00,10878.2
11:25:00,10921.2
11:25:00,10875.8
11:26:00,10922.35
11:26:00,10876.75
11:27:00,10925.95
11:27:00,10877.3
11:28:00,10920.6
11:28:00,10874.75
11:29:00,10924.8
11:29:00,10875.15
11:30:00,10922.1
11:30:00,10877.25
11:31:00,10923.5
11:31:00,10877.05
11:32:00,5787
11:32:00,10925.2
11:32:00,10879.1
11:33:00,10922.7
11:33:00,10878.15
11:34:00,10923
11:34:00,10877
11:35:00,5775
11:35:00,10919.75
11:35:00,10876.15
11:36:00,5788
11:36:00,10920.2
11:36:00,10876.55
11:37:00,10922
11:37:00,10875.25
11:38:00,10924
11:38:00,10876.7
11:39:00,10923.2
11:39:00,10877.55
11:40:00,5791.05
11:40:00,10925
11:40:00,10878.7
11:41:00,10924.7
11:41:00,10878.2
11:42:00,5791.05
11:42:00,10922.05
11:42:00,10877.15
11:43:00,10921.85
11:43:00,10877
11:44:00,10920.5
11:44:00,10876.15
11:45:00,10920.1
11:45:00,10875.3
11:46:00,5780
11:46:00,10914.55
11:46:00,10871.7
11:47:00,10912.15
11:47:00,10870.25
11:48:00,10913.3
11:48:00,10870.35
11:49:00,10914.9
11:49:00,10869.2
11:50:00,5780
11:50:00,10911.4
11:50:00,10870.95
11:51:00,10914.95
11:51:00,10869.45
11:52:00,10914.2
11:52:00,10869
11:53:00,10914.1
11:53:00,10871.35
11:54:00,10913
11:54:00,10870.85
11:55:00,5780
11:55:00,10912
11:55:00,10870.75
11:56:00,10912.35
11:56:00,10871.3
11:57:00,10913.35
11:57:00,10871.25
11:58:00,10915.95
11:58:00,10873.05
11:59:00,10916.9
12:00:00,10918
12:00:00,10875.3
12:00:00,10811.85
12:01:00,10916.8
12:01:00,10875.6
12:02:00,10915
12:02:00,10874.9
12:03:00,10913.6
12:03:00,10873.85
12:04:00,5780
12:04:00,10910.05
12:04:00,10871.55
12:05:00,10906.25
12:05:00,10868
12:06:00,10904.6
12:06:00,10867.9
12:07:00,10909.1
12:07:00,10870.8
12:08:00,10917.95
12:08:00,10875.1
12:09:00,10914
12:09:00,10872.95
12:10:00,10912.3
12:10:00,10872.3
12:11:00,10913
12:11:00,10872.8
12:12:00,10909.7
12:12:00,10871.3
12:13:00,10910.25
12:13:00,10870.6
12:14:00,10914
12:14:00,10872.85
12:15:00,10911
12:15:00,10871.25
12:16:00,10914
12:16:00,10871.3
12:17:00,10911.55
12:17:00,10872.1
12:18:00,10912.7
12:18:00,10872.1
12:19:00,10909
12:19:00,10870.5
12:20:00,10907.2
12:20:00,10868.65
12:21:00,5765
12:21:00,10892
12:21:00,10855.45
12:22:00,5760
12:22:00,10885
12:22:00,10849.1
12:23:00,10892
12:23:00,10855.2
12:24:00,10887.65
12:24:00,10851.4
12:25:00,10892.95
12:25:00,10855.7
12:26:00,10888.2
12:26:00,10852.55
12:27:00,10881.3
12:27:00,10847
12:28:00,10881.65
12:28:00,10844.55
12:29:00,5750
12:29:00,10873
12:29:00,10840.3
12:30:00,10869.95
12:30:00,10834.9
12:31:00,5750
12:31:00,10873
12:31:00,10839.4
12:32:00,10875
12:32:00,10840.5
12:33:00,10878.4
12:33:00,10843
12:34:00,10873.35
12:34:00,10838.35
12:35:00,10871.25
12:35:00,10837
12:36:00,5745
12:36:00,10866.2
12:36:00,10834
12:37:00,10869.85
12:37:00,10837.95
12:38:00,10871.25
12:38:00,10836.4
12:39:00,10872
12:39:00,10838.55
12:40:00,10871
12:40:00,10837
12:41:00,10867.05
12:41:00,10835.9
12:42:00,5740
12:42:00,10852.05
12:42:00,10822.55
12:43:00,5735
12:43:00,10844.25
12:43:00,10814
12:44:00,5730
12:44:00,10841.25
12:44:00,10810.8
12:45:00,5705
12:45:00,10815
12:45:00,10786.55
12:46:00,10824.9
12:46:00,10791.55
12:47:00,10830.1
12:47:00,10801.4
12:48:00,10832.25
12:48:00,10803.3
12:49:00,10822
12:49:00,10794.85
12:50:00,10832
12:50:00,10801.35
12:51:00,10835
12:51:00,10804.85
12:52:00,10840
12:52:00,10810.7
12:53:00,10834.6
12:53:00,10805.55
12:54:00,10839.7
12:54:00,10807.05
12:55:00,10833.15
12:55:00,10805.1
12:56:00,10836.75
12:56:00,10806.1
12:57:00,10842.8
12:57:00,10812.85
12:58:00,10845.15
12:58:00,10814.05
12:59:00,10843.05
13:00:00,10838.7
13:00:00,10809.6
13:00:00,10765.9
13:01:00,10840
13:01:00,10810.15
13:02:00,10832.9
13:02:00,10803.65
13:03:00,10835.95
13:03:00,10807.2
13:04:00,10833.15
13:04:00,10804.65
13:05:00,10836.95
13:05:00,10806.9
13:06:00,10843.95
13:06:00,10812.6
13:07:00,10840.7
13:07:00,10810.8
13:08:00,10845.7
13:08:00,10815.3
13:09:00,10841.5
13:09:00,10810.35
13:10:00,10834.4
13:10:00,10806.8
13:11:00,10839.6
13:11:00,10809.15
13:12:00,10840.05
13:12:00,10811.3
13:13:00,10841.15
13:13:00,10809.6
13:14:00,10835.35
13:14:00,10805.65
13:15:00,10833.05
13:15:00,10803.8
13:16:00,10837
13:16:00,10806.9
13:17:00,10832.8
13:17:00,10804.9
13:18:00,10835.05
13:18:00,10805.35
13:19:00,10831.8
13:19:00,10803.4
13:20:00,10836.75
13:20:00,10805.7
13:21:00,10826.7
13:21:00,10796.1
13:22:00,10819
13:22:00,10788.5
13:23:00,10820
13:23:00,10787.95
13:24:00,10827.75
13:24:00,10794.05
13:25:00,2.5
13:25:00,10824.85
13:25:00,10791.9
13:26:00,10827
13:26:00,10795.25
13:27:00,10831.6
13:27:00,10802.05
13:28:00,10827.3
13:28:00,10799.15
13:29:00,10828
13:29:00,10797.25
13:30:00,10828
13:30:00,10798.4
13:31:00,10823.8
13:31:00,10795.25
13:32:00,10819
13:32:00,10791.45
13:33:00,10820
13:33:00,10790.25
13:34:00,5700
13:34:00,10814
13:34:00,10786.9
13:35:00,5685
13:35:00,3
13:35:00,10788
13:35:00,10764.2
13:36:00,3
13:36:00,10793.95
13:36:00,10767.8
13:37:00,10799.05
13:37:00,10773.1
13:38:00,10802.85
13:38:00,10773.9
13:39:00,10803.05
13:39:00,10772.7
13:40:00,5675
13:40:00,10799.2
13:40:00,10771.7
13:41:00,10798.9
13:41:00,10770.35
13:42:00,10797.75
13:42:00,10771.85
13:43:00,10790
13:43:00,10766.05
13:44:00,10787.85
13:44:00,10763.95
13:45:00,10780.2
13:45:00,10755.2
13:46:00,10783.85
13:46:00,10758.6
13:47:00,10780.95
13:47:00,10755.2
13:48:00,10782.1
13:48:00,10755.85
13:49:00,10783.45
13:49:00,10757.2
13:50:00,5665
13:50:00,10782.05
13:50:00,10755.15
13:51:00,10786.45
13:51:00,10758.65
13:52:00,3
13:52:00,10785.25
13:52:00,10759.7
13:53:00,10792.9
13:53:00,10765.15
13:54:00,10784
13:54:00,10758.95
13:55:00,10791.9
13:55:00,10764
13:56:00,10799.6
13:56:00,10773.25
13:57:00,10795.45
13:57:00,10769.25
13:58:00,10794.15
13:58:00,10766.9
13:59:00,10793.15
14:00:00,10788
14:00:00,10760.15
14:00:00,10802.2
14:01:00,10788.1
14:01:00,10760.25
14:02:00,10773.8
14:02:00,10747.9
14:03:00,10772.45
14:03:00,10746.5
14:04:00,10771.8
14:04:00,10740.2
14:05:00,10777
14:05:00,10743
14:06:00,10786.45
14:06:00,10751.7
14:07:00,10788.45
14:07:00,10752.85
14:08:00,10788
14:08:00,10753.7
14:09:00,10790
14:09:00,10755.9
14:10:00,10790
14:10:00,10756.75
14:11:00,10787.95
14:11:00,10756.35
14:12:00,10783.05
14:12:00,10755.5
14:13:00,10790.9
14:13:00,10757.3
14:14:00,10795
14:14:00,10760.85
14:15:00,10798
14:15:00,10764.7
14:16:00,10794.55
14:16:00,10757.4
14:17:00,10793
14:17:00,10754.2
14:18:00,10789
14:18:00,10752.5
14:19:00,10793.9
14:19:00,10756.5
14:20:00,5667
14:20:00,10798
14:20:00,10759.4
14:21:00,10792.3
14:21:00,10756.35
14:22:00,10799.05
14:22:00,10763.2
14:23:00,10795.35
14:23:00,10762.8
14:24:00,10792.8
14:24:00,10761.35
14:25:00,10780.85
14:25:00,10752.35
14:26:00,10782.1
14:26:00,10752.35
14:27:00,10783.3
14:27:00,10754.95
14:28:00,10786
14:28:00,10756.65
14:29:00,10796.35
14:29:00,10763.15
14:30:00,10795
14:30:00,10765.75
14:31:00,10797
14:31:00,10765.85
14:32:00,10796.5
14:32:00,10764.95
14:33:00,10792.15
14:33:00,10763.4
14:34:00,5685
14:34:00,10819.9
14:34:00,10780.4
14:35:00,10819.55
14:35:00,10783.15
14:36:00,5688
14:36:00,10818
14:36:00,10785.05
14:37:00,10827.9
14:37:00,10792.35
14:38:00,5705
14:38:00,10824.4
14:38:00,10790.45
14:39:00,10829.95
14:39:00,10795.1
14:40:00,10827
14:40:00,10793
14:41:00,5696.85
14:41:00,10835
14:41:00,10798.25
14:42:00,10830.25
14:42:00,10797.6
14:43:00,10833
14:43:00,10796.2
14:44:00,5702.65
14:44:00,10831.95
14:44:00,10795.25
14:45:00,5700
14:45:00,10834.1
14:45:00,10797.6
14:46:00,5703
14:46:00,10820.05
14:46:00,10785.75
14:47:00,10808
14:47:00,10774.95
14:48:00,10808.3
14:48:00,10774.2
14:49:00,10816
14:49:00,10779.3
14:50:00,10818.25
14:50:00,10783.2
14:51:00,10821
14:51:00,10785.85
14:52:00,10828.1
14:52:00,10791.65
14:53:00,10830.75
14:53:00,10794.95
14:54:00,5700
14:54:00,10837.75
14:54:00,10798.05
14:55:00,5703.1
14:55:00,10842.65
14:55:00,10804.1
14:56:00,5702.6
14:56:00,10843.9
14:56:00,10804.2
14:57:00,10845.75
14:57:00,10806.4
14:58:00,10841.85
14:58:00,10802.1
14:59:00,10842.05
15:00:00,10839
15:00:00,10801.4
15:01:00,10845.6
15:01:00,10806.05
15:02:00,10841.85
15:02:00,10803.1
15:03:00,10841.8
15:03:00,10804.45
15:04:00,5696.5
15:04:00,10843.35
15:04:00,10805.5
15:05:00,10840
15:05:00,10802.6
15:06:00,10832.7
15:06:00,10798.3
15:07:00,10831
15:07:00,10796.5
15:08:00,10828
15:08:00,10791.3
15:09:00,10833.1
15:09:00,10793.9
15:10:00,5690
15:10:00,10832.05
15:10:00,10792.2
15:11:00,5700
15:11:00,10834.5
15:11:00,10793.8
15:12:00,10834.05
15:12:00,10791.95
15:13:00,10837.5
15:13:00,10795.85
15:14:00,5691.85
15:14:00,10831.35
15:14:00,10790.5
15:15:00,5690
15:15:00,10825
15:15:00,10780.65
15:16:00,5685
15:16:00,10825
15:16:00,10780.9
15:17:00,5700
15:17:00,10831.25
15:17:00,10788
15:18:00,5700
15:18:00,10831.05
15:18:00,10788.25
15:19:00,5700
15:19:00,10837.8
15:19:00,10794.9
15:20:00,10831.65
15:20:00,10788.75
15:21:00,5700
15:21:00,10828.95
15:21:00,10788.6
15:22:00,10829.85
15:22:00,10790.15
15:23:00,5690
15:23:00,10826.6
15:23:00,10782.6
15:24:00,5690
15:24:00,10826
15:24:00,10785.55
15:25:00,5690
15:25:00,10826.5
15:25:00,10786
15:26:00,5700
15:26:00,10825
15:26:00,10783.75
15:27:00,10826.45
15:27:00,10784.4
15:28:00,5695.05
15:28:00,10825.15
15:28:00,10782.85
15:29:00,5690
15:29:00,10825
15:29:00,10780
15:30:00,10825.95
